pertanyaan;jawaban;kategori
bagaimana menetukan beban studi (sks) untuk semester depan?;"Beban studi per semester bagi mahasiswa program sarjana pada semester satu dan dua berupa paket mata kuliah sesuai kurikulum program studi.
Beban studi maksimum per semester bagi mahasiswa program sarjana pada semeseter tiga dan seterusnya sesuai dengan perolehan Indeks Prestasi Semester (IPS) 2 (dua) semester sebelumnya, sebagai berikut:
IPS > 3,00 Beban studi maksimum yang boleh diambil 24 sks
IPS 2,50 – 2,99 Beban studi maksimum yang boleh diambil 22 sks
IPS 2,00 – 2,49 Beban studi maksimum yang boleh diambil 20 sks
IPS 1,50 – 1,99 Beban studi maksimum yang boleh diambil 18 sks
IPS 1,49 Beban studi maksimum yang boleh diambil 16 sks";peraturan akademik
bisa tidak dapat jatah 22 lebih sks buat semester genap?;"Beban studi per semester bagi mahasiswa program sarjana pada semester satu dan dua berupa paket mata kuliah sesuai kurikulum program studi.
Beban studi maksimum per semester bagi mahasiswa program sarjana pada semeseter tiga dan seterusnya sesuai dengan perolehan Indeks Prestasi Semester (IPS) 2 (dua) semester sebelumnya, sebagai berikut:
IPS > 3,00 Beban studi maksimum yang boleh diambil 24 sks
IPS 2,50 – 2,99 Beban studi maksimum yang boleh diambil 22 sks
IPS 2,00 – 2,49 Beban studi maksimum yang boleh diambil 20 sks
IPS 1,50 – 1,99 Beban studi maksimum yang boleh diambil 18 sks
IPS 1,49 Beban studi maksimum yang boleh diambil 16 sks";peraturan akademik
ipk 2,75 bisa dapat berapa [banyak|jumlah] sks?;"Beban studi per semester bagi mahasiswa program sarjana pada semester satu dan dua berupa paket mata kuliah sesuai kurikulum program studi.
Beban studi maksimum per semester bagi mahasiswa program sarjana pada semeseter tiga dan seterusnya sesuai dengan perolehan Indeks Prestasi Semester (IPS) 2 (dua) semester sebelumnya, sebagai berikut:
IPS > 3,00 Beban studi maksimum yang boleh diambil 24 sks
IPS 2,50 – 2,99 Beban studi maksimum yang boleh diambil 22 sks
IPS 2,00 – 2,49 Beban studi maksimum yang boleh diambil 20 sks
IPS 1,50 – 1,99 Beban studi maksimum yang boleh diambil 18 sks
IPS 1,49 Beban studi maksimum yang boleh diambil 16 sks";peraturan akademik
peraturan pengambilan sks.;"Beban studi per semester bagi mahasiswa program sarjana pada semester satu dan dua berupa paket mata kuliah sesuai kurikulum program studi.
Beban studi maksimum per semester bagi mahasiswa program sarjana pada semeseter tiga dan seterusnya sesuai dengan perolehan Indeks Prestasi Semester (IPS) 2 (dua) semester sebelumnya, sebagai berikut:
IPS > 3,00 Beban studi maksimum yang boleh diambil 24 sks
IPS 2,50 – 2,99 Beban studi maksimum yang boleh diambil 22 sks
IPS 2,00 – 2,49 Beban studi maksimum yang boleh diambil 20 sks
IPS 1,50 – 1,99 Beban studi maksimum yang boleh diambil 18 sks
IPS 1,49 Beban studi maksimum yang boleh diambil 16 sks";peraturan akademik
total sks yang dapat dicapai di semester depan dengan ips 3,20?;"Beban studi per semester bagi mahasiswa program sarjana pada semester satu dan dua berupa paket mata kuliah sesuai kurikulum program studi.
Beban studi maksimum per semester bagi mahasiswa program sarjana pada semeseter tiga dan seterusnya sesuai dengan perolehan Indeks Prestasi Semester (IPS) 2 (dua) semester sebelumnya, sebagai berikut:
IPS > 3,00 Beban studi maksimum yang boleh diambil 24 sks
IPS 2,50 – 2,99 Beban studi maksimum yang boleh diambil 22 sks
IPS 2,00 – 2,49 Beban studi maksimum yang boleh diambil 20 sks
IPS 1,50 – 1,99 Beban studi maksimum yang boleh diambil 18 sks
IPS 1,49 Beban studi maksimum yang boleh diambil 16 sks";peraturan akademik
apa ada gelar untuk mahasiswa berprestasi?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
apa yang didapat mahasiswa karya cendekia?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
apakah mhs aktif organisasi bisa KC?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
Bagaimana cara mendapatkan Karya Cendekia?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
Ketentuan pendaftaran KC.;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
Siapa yang berhak mendapat Karya Cendekia?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
Syarat mendapat Karya Cendekia.;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
Untuk mahasiswa yang telah memiliki prestasi, apakah juga mendapatkan penghargaan tertentu dari UPN?;"Penghargaan Bagi Mahasiswa 
Universitas  memberikan  penghargaan  Karya  Cendekia  kepada  wisudawan dari  setiap  program  studi  Program  Sarjana  (S1)  dalam  kurun  waktu  satu periode  wisuda.
2. Karya  Cendekia  diberikan  kepada  wisudawan/wisudawati  yang memenuhi
 kriteria  yang  telah ditentukan,  satu  orang  per  prodi. 
3. Bagi  Mahasiswa  yang  mempunyai  IPK  2  3,5  diberi  penghargaan  dari  Fakultas berupa  sertifikat  yang  ditandatangani  oleh  Dekan.";peraturan akademik
berapa nilai akhir agar mendapatkan cumlaude?;Mereka yang lulus dengan IPK 2,00 hingga 2,75 mendapatkan predikat memuaskan, mereka yang lulus dengan IPK 2,76 sampai 3,50 mendapatkan predikat sangat memuaskan sedangkan mereka yang lulus dengan IPK di atas 3,50 akan mendapatkan predikat cumlaude;peraturan akademik
biar dapat predikat cumlaude ipk harus berapa?;Mereka yang lulus dengan IPK 2,00 hingga 2,75 mendapatkan predikat memuaskan, mereka yang lulus dengan IPK 2,76 sampai 3,50 mendapatkan predikat sangat memuaskan sedangkan mereka yang lulus dengan IPK di atas 3,50 akan mendapatkan predikat cumlaude;peraturan akademik
Syarat cumlaude IPK berapa?;Mereka yang lulus dengan IPK 2,00 hingga 2,75 mendapatkan predikat memuaskan, mereka yang lulus dengan IPK 2,76 sampai 3,50 mendapatkan predikat sangat memuaskan sedangkan mereka yang lulus dengan IPK di atas 3,50 akan mendapatkan predikat cumlaude;peraturan akademik
absen tidak masuk kelas apakah di izinkan?;"Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
alasan diperbolehkan izin kuliah?;"Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
berapa kali boleh absen di kelas?;"Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
saya ada acara keluarga apakah boleh izin kuliah?;"Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
saya harus pulang kampung karena ada peristiwa musibah apakah boleh absen kuliah?;"Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
Berapa minimal kehadiran untuk mengikuti ujian?;"Satu semester terdiri dari 18 (delapan belas) minggu:
14 (empat belas) minggu untuk pelaksanaan perkuliahan,
2 (dua) minggu untuk pelaksanaan ujian tengah semester, dan
2 (dua) minggu untuk pelaksanaan ujian akhir semester.  
Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
jumlah hadir kuliah dalam satu semester?;"Satu semester terdiri dari 18 (delapan belas) minggu:
14 (empat belas) minggu untuk pelaksanaan perkuliahan,
2 (dua) minggu untuk pelaksanaan ujian tengah semester, dan
2 (dua) minggu untuk pelaksanaan ujian akhir semester.  
Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
Mahasiswa wajib mengikuti kelas berapa kali?;"Satu semester terdiri dari 18 (delapan belas) minggu:
14 (empat belas) minggu untuk pelaksanaan perkuliahan,
2 (dua) minggu untuk pelaksanaan ujian tengah semester, dan
2 (dua) minggu untuk pelaksanaan ujian akhir semester.  
Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
paling sedikit jumlah absensi kehadiran agar bisa ikut UAS?;"Satu semester terdiri dari 18 (delapan belas) minggu:
14 (empat belas) minggu untuk pelaksanaan perkuliahan,
2 (dua) minggu untuk pelaksanaan ujian tengah semester, dan
2 (dua) minggu untuk pelaksanaan ujian akhir semester.  
Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
persentase minimum presensi kehadiran biar bisa ikut ujian?;"Satu semester terdiri dari 18 (delapan belas) minggu:
14 (empat belas) minggu untuk pelaksanaan perkuliahan,
2 (dua) minggu untuk pelaksanaan ujian tengah semester, dan
2 (dua) minggu untuk pelaksanaan ujian akhir semester.  
Dalam alasan khusus, mahasiswa dapat mengajukan permohonan izin kepada dosen untuk tidak mengikuti kuliah tanpa harus kehilangan poin presensi.
Alasan khusus mahasiswa dapat diberi izin adalah:
Sakit dan menjalani rawat inap yang dikuatkan dengan surat keterangan dokter atau
Orang tua dan/atau saudara kandung meninggal atau
Mengemban tugas Universitas dalam kancah lokal, nasional, regional, atau internasional dengan surat keterangan yang disahkan/diketahui oleh Dekan untuk penugasan tingkat lokal dan oleh Wakil Rektor untuk penugasan tingkat nasional, regional, dan internasional.
Izin dengan alasan khusus dapat diberikan sebanyak-banyaknya 2 (dua) kali per mata kuliah setiap semester";peraturan akademik
apa syarat mahasiswa dikatakan lulus sebagai sarjana?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
bagaimana agar saya dapat wisuda?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
berkas apa saja yang dibutuhkan sebagai syarat kelulusan?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
file apa saja yang perlu disiapkan kalau mau pendadaran?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
ketentuan kelulusan minimal ipk berapa?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
saya masih punya nilai E apakah bisa di wisuda?;"PERSYARATAN  KELULUSAN  PROGRAM  SARJANA
Mahasiswa  dinyatakan  mampu  menyelesaikan  studi  dalam  batas  waktu  studi dan  berhasil  memperoleh  ijazah  dan  gelar  Sarjana  Teknik  dengan  ketentuan sebagai  berikut
1. Mengumpulkan  SKS  sebanyak  144  SKS. ( Jangan Lupa Matakuliah Praktikum Jumlahnya 11 SKS, Matakuliah Pilihan Geoinformatika (Wajib) minimal harus  3 sks (1 matakuliah Pilihan Wajib), Matakuliah Pilihan Umum 3 matakuliah 3 x 4 SKS =12 sks)
2. Mencapai  Indeks  Prestasi  Kumulatif  sekurang-kurangnya  2,00.
3. Mengumpulkan  SKS  dengan  nilai  D  sebanyak-banyaknya  25  %,  tanpa  nilai E
4. Telah  dinyatakan  lulus  ujian  skripsi.";peraturan akademik
