pertanyaan;intent;jawaban;kategori
telat bayar UKT apa sanksinya?;peradm.administrasi.ukt;Sanksi bila tidak melakukan pembayaran UKT : 1. Mahasiswa yang tidak melakukan pembayaran UKT pada semester Ganjil T.A. 2019/2020 dinyatakan tidak terdaftar sebagai mahasiswa UPN Veteran Yogyakarta  dan tidak diperkenankan melakukan kegiatan akademik dan kemahasiswaan pada semester tersebut. 2. Bagi Mahasiswa yang telah melakukan membayar UKT tetapi ternyata secara akademik tidak memenuhi persyaratan untuk melanjutkan studinya, maka biaya SPP yang dibayarkan pada semester Genap T.A. 2019/2020 akan dikembalikan. 3. Mahasiswa yang terlambat atau tidak melaksanakan pembayaran UKT disarankan segera mengajukan permohonan cuti akademik selambat-lambatnya  tanggal 9 September 2019. 4. Mahasiswa UPN Veteran Yogyakarta yang tidak terdaftar lebih dari 2 (dua) semester  kumulatif dan berturut-turut, dinyatakan putus kuliah (drop out).;peraturan administrasi
tidak bayar ukt hingga batas akhir waktu apa yang harus dilakukan?;peradm.administrasi.ukt;Sanksi bila tidak melakukan pembayaran UKT : 1. Mahasiswa yang tidak melakukan pembayaran UKT pada semester Ganjil T.A. 2019/2020 dinyatakan tidak terdaftar sebagai mahasiswa UPN Veteran Yogyakarta  dan tidak diperkenankan melakukan kegiatan akademik dan kemahasiswaan pada semester tersebut. 2. Bagi Mahasiswa yang telah melakukan membayar UKT tetapi ternyata secara akademik tidak memenuhi persyaratan untuk melanjutkan studinya, maka biaya SPP yang dibayarkan pada semester Genap T.A. 2019/2020 akan dikembalikan. 3. Mahasiswa yang terlambat atau tidak melaksanakan pembayaran UKT disarankan segera mengajukan permohonan cuti akademik selambat-lambatnya  tanggal 9 September 2019. 4. Mahasiswa UPN Veteran Yogyakarta yang tidak terdaftar lebih dari 2 (dua) semester  kumulatif dan berturut-turut, dinyatakan putus kuliah (drop out).;peraturan administrasi
Bagaimana jika saya sudah membayar UKT tetapi belum terstatus terbayar?;peradm.administrasi.ukt;Tunggu maksimal 60 Menit setelah membayar, jika masih belum terstatus, Silakan kirim PDF tagihan dan bukti pembayaran melalui email.;peraturan administrasi
Sudah membayar UKT tetapi riwayat pembayaran belum ganti?;peradm.administrasi.ukt;Tunggu maksimal 60 Menit setelah membayar, jika masih belum terstatus, Silakan kirim PDF tagihan dan bukti pembayaran melalui email.;peraturan administrasi
UKT di bayar tapi masih belum berubah sejarah pembayarannya.;peradm.administrasi.ukt;Tunggu maksimal 60 Menit setelah membayar, jika masih belum terstatus, Silakan kirim PDF tagihan dan bukti pembayaran melalui email.;peraturan administrasi
UKT di bayar tapi masih belum berubah status pembayaran.;peradm.administrasi.ukt;Tunggu maksimal 60 Menit setelah membayar, jika masih belum terstatus, Silakan kirim PDF tagihan dan bukti pembayaran melalui email.;peraturan administrasi
bagaimana langkah input KRS?;peradm.administrasi.ukt;"Untuk melakukan pengambilan mata kuliah mahasiswa dapat mengikuti langkah-langkah sebagai berikut :
Mahasiswa melakukan login ke cbis UPN.
Selanjutnya mahasiswa dapat menekan menu KRS.
Mahasiswa dapat menambahkan mata kuliah pada KRS.
Mahasiswa mencetak KRS yang telah diambil.
Mahasiswa menyerahkan kopian KRS ke Bagian Pendidikan program UPN.
Mahasiswa telah siap mengikuti perkuliahan.";peraturan administrasi
Bagaimana melakukan pengambilan mata kuliah?;peradm.administrasi.ukt;"Untuk melakukan pengambilan mata kuliah mahasiswa dapat mengikuti langkah-langkah sebagai berikut :
Mahasiswa melakukan login ke cbis UPN.
Selanjutnya mahasiswa dapat menekan menu KRS.
Mahasiswa dapat menambahkan mata kuliah pada KRS.
Mahasiswa mencetak KRS yang telah diambil.
Mahasiswa menyerahkan kopian KRS ke Bagian Pendidikan program UPN.
Mahasiswa telah siap mengikuti perkuliahan.";peraturan administrasi
cara KRS-an!;peradm.administrasi.ukt;"Untuk melakukan pengambilan mata kuliah mahasiswa dapat mengikuti langkah-langkah sebagai berikut :
Mahasiswa melakukan login ke cbis UPN.
Selanjutnya mahasiswa dapat menekan menu KRS.
Mahasiswa dapat menambahkan mata kuliah pada KRS.
Mahasiswa mencetak KRS yang telah diambil.
Mahasiswa menyerahkan kopian KRS ke Bagian Pendidikan program UPN.
Mahasiswa telah siap mengikuti perkuliahan.";peraturan administrasi
gimana cara ambil matkul?;peradm.administrasi.ukt;"Untuk melakukan pengambilan mata kuliah mahasiswa dapat mengikuti langkah-langkah sebagai berikut :
Mahasiswa melakukan login ke cbis UPN.
Selanjutnya mahasiswa dapat menekan menu KRS.
Mahasiswa dapat menambahkan mata kuliah pada KRS.
Mahasiswa mencetak KRS yang telah diambil.
Mahasiswa menyerahkan kopian KRS ke Bagian Pendidikan program UPN.
Mahasiswa telah siap mengikuti perkuliahan.";peraturan administrasi
prodesur input MK.;peradm.administrasi.ukt;"Untuk melakukan pengambilan mata kuliah mahasiswa dapat mengikuti langkah-langkah sebagai berikut :
Mahasiswa melakukan login ke cbis UPN.
Selanjutnya mahasiswa dapat menekan menu KRS.
Mahasiswa dapat menambahkan mata kuliah pada KRS.
Mahasiswa mencetak KRS yang telah diambil.
Mahasiswa menyerahkan kopian KRS ke Bagian Pendidikan program UPN.
Mahasiswa telah siap mengikuti perkuliahan.";peraturan administrasi
apa saja berkas dan syarat yang harus dipenuhi jika saya ingin resign dari perkuliahan?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
apa saja langkah-langkah pengunduran diri dari upn?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
Apa Saja Persyaratan Pengunduran Diri?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
apa saja prosedur untuk mengundurkan diri?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
apa saja yang perlu diurus untuk keluar dari UPN?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
bagaimana alur mengundurkan diri dari bangku perkuliahan?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
bagaimana cara resign dari kampus?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
bagaimana cara saya resign dari upn?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
bagaimana proses mengundurkan diri dari kampus?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
dapatkah saya mengundurkan diri dari perkuliahan?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
dokumen-dokumen persyaratan Pengunduran diri dari UPN!;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
harus kemana jika saya ingin mengurus resign kuliah?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
Ketentuan pengunduran diri dari kampus!;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
prosedur resign?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
prosedur yang harus diikuti untuk mengundurkan diri dari perkuliahan!;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
proses yang dilewati untuk mengundurkan diri !;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
Tahapan resign kuliah.;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
tahapan yang harus dilalui sebelum mengundurkan diri!;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
tatacara yang harus saya ikuti apabila saya ingin mengundurkan diri dari pendidikan?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
yang harus disiapkan untuk resign dari UPNVY?;peradm.administrasi.undur diri;"Menyelesaikan seluruh administrasi.
Mengajukan permohonan tertulis kepada rektor melalui Fakultas (Blangko_Pengunduran_Diri.docx) .
Melampirkan Capaian Hasil Studi dari Fakultas
Melampirkan bebas Laboratorium, dan Perpustakaan.";peraturan administrasi
apabila masih status mhs nonaktif apa bisa mengajukan permohonan seminar skripsi?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
apabila masih tidak aktif kuliah apa bisa mengajukan permohonan sempro skripsi?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
apakah dipebolehkan KP ketika sedang ambil 0 sks?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
Apakah diperbolehkan mengikuti kegiatan akademik ketika cuti?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
Apakah mahasiswa nonaktif boleh bimbingan tugas akhir?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
Apakah mahasiswa nonaktif dapat mengikuti kegiatan akademik?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
apakah mhs 0 sks punya hak ikut kegiatan akademik?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
apakah mhs mangkir akademik bisa daftar pendadaran?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
mahasiswa mangkir apakah diperkenankan daftar judul tugas akhir?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
masih cuti boleh ikut kegiatan di kampus?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
masih jadi mahasiswa mangkir apa boleh ikut kegiatan di kampus?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
mengajukan tema tugas akhir waktu berstatus mhs mangkir apakah bisa?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
mengajukan tema tugas akhir waktu cuti akademik apakah bisa?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
mhs cuti apakah diperkenankan daftar pra-proposal ta?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
saya diterima Magang 6 bulan untuk mata kuliah kerja praktik apakah saya diperkenankan nonaktif kuliah?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
saya sedang cuti akademik apakah dibolehkan untuk bimbingan skripsi?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
sedang ambil 0 sks apakah bisa ngajuin sidang tugas akhir?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
sedang berstatus nonaktif kuliah apakah bisa ngajuin ujian tugas akhir 2?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
semester ini saya tidak ambil kelas apakah boleh bimbingan?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
semester ini tidak ambil kuliah apakah boleh mengajukan proposal tugas akhir?;peradm.admintrasi.cuti;Tidak bisa, Mahasiswa Cuti Akademik tidak berhak mengikuti kegiatan akademik.;peraturan administrasi
bagaimana syarat dan prosedur mendapatkan ijazah kelulusan?;peradm.ambil ijazah;"Ketentuan Ijazah dan Transkrip Nilai:
Ijazah Sarjana dikeluarkan oleh UPN Veteran Yogyakarta.
1 Ijazah dapat diambil di Biro Administrasi Akademik, setelah mengikuti wisuda, dengan ketentuan:
a. Harus diambil sendiri oleh pemilik Ijazah atau diwakilkan dengan surat kuasa bermaterai kartu identitas terlampir.
b. Menyerahkan:
- Surat Keterangan mengikuti Wisuda.
- Surat Keterangan bukti pengembalian toga.
- Surat Keterangan bebas pustaka.
- Surat Keterangan untuk mengambil Ijazah dari Fakultas atau Program Studi.
3. Ijazah asli yang tidak diambil dalam waktu lebih dari 3 (tiga) bulan, apabila terjadi kerusakan bukan
menjadi tanggung jawab Universitas.
4. Pengambilan transkrip nilai dilaksanakan setelah Wisuda, di Fakultas Teknik Industri, dengan
menyerahkan salinan ijazah.
5. Legalisir salinan Ijazah dan transkrip nilai dilakukan di Fakultas Teknik Industri. ";peraturan administrasi
berkas-berkas yang harus disiapkan untuk ambil ijazah dan transkrip akhir?;peradm.ambil ijazah;"Ketentuan Ijazah dan Transkrip Nilai:
Ijazah Sarjana dikeluarkan oleh UPN Veteran Yogyakarta.
1 Ijazah dapat diambil di Biro Administrasi Akademik, setelah mengikuti wisuda, dengan ketentuan:
a. Harus diambil sendiri oleh pemilik Ijazah atau diwakilkan dengan surat kuasa bermaterai kartu identitas terlampir.
b. Menyerahkan:
- Surat Keterangan mengikuti Wisuda.
- Surat Keterangan bukti pengembalian toga.
- Surat Keterangan bebas pustaka.
- Surat Keterangan untuk mengambil Ijazah dari Fakultas atau Program Studi.
3. Ijazah asli yang tidak diambil dalam waktu lebih dari 3 (tiga) bulan, apabila terjadi kerusakan bukan
menjadi tanggung jawab Universitas.
4. Pengambilan transkrip nilai dilaksanakan setelah Wisuda, di Fakultas Teknik Industri, dengan
menyerahkan salinan ijazah.
5. Legalisir salinan Ijazah dan transkrip nilai dilakukan di Fakultas Teknik Industri. ";peraturan administrasi
kapan ijazah dan transkrip nilai akhir bisa diambil?;peradm.ambil ijazah;"Ketentuan Ijazah dan Transkrip Nilai:
Ijazah Sarjana dikeluarkan oleh UPN Veteran Yogyakarta.
1 Ijazah dapat diambil di Biro Administrasi Akademik, setelah mengikuti wisuda, dengan ketentuan:
a. Harus diambil sendiri oleh pemilik Ijazah atau diwakilkan dengan surat kuasa bermaterai kartu identitas terlampir.
b. Menyerahkan:
- Surat Keterangan mengikuti Wisuda.
- Surat Keterangan bukti pengembalian toga.
- Surat Keterangan bebas pustaka.
- Surat Keterangan untuk mengambil Ijazah dari Fakultas atau Program Studi.
3. Ijazah asli yang tidak diambil dalam waktu lebih dari 3 (tiga) bulan, apabila terjadi kerusakan bukan
menjadi tanggung jawab Universitas.
4. Pengambilan transkrip nilai dilaksanakan setelah Wisuda, di Fakultas Teknik Industri, dengan
menyerahkan salinan ijazah.
5. Legalisir salinan Ijazah dan transkrip nilai dilakukan di Fakultas Teknik Industri. ";peraturan administrasi
saya sudah pulang kampung halaman apakah pengambilan ijazah bisa diwakilkan?;peradm.ambil ijazah;"Ketentuan Ijazah dan Transkrip Nilai:
Ijazah Sarjana dikeluarkan oleh UPN Veteran Yogyakarta.
1 Ijazah dapat diambil di Biro Administrasi Akademik, setelah mengikuti wisuda, dengan ketentuan:
a. Harus diambil sendiri oleh pemilik Ijazah atau diwakilkan dengan surat kuasa bermaterai kartu identitas terlampir.
b. Menyerahkan:
- Surat Keterangan mengikuti Wisuda.
- Surat Keterangan bukti pengembalian toga.
- Surat Keterangan bebas pustaka.
- Surat Keterangan untuk mengambil Ijazah dari Fakultas atau Program Studi.
3. Ijazah asli yang tidak diambil dalam waktu lebih dari 3 (tiga) bulan, apabila terjadi kerusakan bukan
menjadi tanggung jawab Universitas.
4. Pengambilan transkrip nilai dilaksanakan setelah Wisuda, di Fakultas Teknik Industri, dengan
menyerahkan salinan ijazah.
5. Legalisir salinan Ijazah dan transkrip nilai dilakukan di Fakultas Teknik Industri. ";peraturan administrasi
waktu pengambilan ijazah dan transkrip nilai akhir.;peradm.ambil ijazah;"Ketentuan Ijazah dan Transkrip Nilai:
Ijazah Sarjana dikeluarkan oleh UPN Veteran Yogyakarta.
1 Ijazah dapat diambil di Biro Administrasi Akademik, setelah mengikuti wisuda, dengan ketentuan:
a. Harus diambil sendiri oleh pemilik Ijazah atau diwakilkan dengan surat kuasa bermaterai kartu identitas terlampir.
b. Menyerahkan:
- Surat Keterangan mengikuti Wisuda.
- Surat Keterangan bukti pengembalian toga.
- Surat Keterangan bebas pustaka.
- Surat Keterangan untuk mengambil Ijazah dari Fakultas atau Program Studi.
3. Ijazah asli yang tidak diambil dalam waktu lebih dari 3 (tiga) bulan, apabila terjadi kerusakan bukan
menjadi tanggung jawab Universitas.
4. Pengambilan transkrip nilai dilaksanakan setelah Wisuda, di Fakultas Teknik Industri, dengan
menyerahkan salinan ijazah.
5. Legalisir salinan Ijazah dan transkrip nilai dilakukan di Fakultas Teknik Industri. ";peraturan administrasi
apa syarat yang harus saya lengkapi untuk ambil cuti akademik?;peradm.status kuliah;mengisi Blanko_Cuti_Akademik_Mahasiswa.docx yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas.;peraturan administrasi
ketentuan apa saja yang diperlukan untuk mengajukan cuti akademik?;peradm.status kuliah;mengisi Blanko_Cuti_Akademik_Mahasiswa.docx yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas.;peraturan administrasi
saya ingin cuti karena terkendala biaya, ketentuan apa saja untuk tidak ambil kelas?;peradm.status kuliah;mengisi Blanko_Cuti_Akademik_Mahasiswa.docx yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas.;peraturan administrasi
syarat apa saja yang dibutuhkan jika saya ingin cuti?;peradm.status kuliah;mengisi Blanko_Cuti_Akademik_Mahasiswa.docx yang disetujui oleh Dosen Penasihat Akademik (DPA), Koordinator Program Studi, dan Dekan/Direktur Pascasarjana.. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas.;peraturan administrasi
